start,end,text
353920,363320,"一通り高校と大学で学んでて そのときに使ったことがあります"
363320,373920,"一通りというのはどのあたりまで 使っていいのか"
373920,376080,"マクロとかまで使えるということ ですか"
376080,377080,"そうです"
377080,381060,"すみません もう一度ご指摘もよろしいですか"
381060,382600,"はい そうです すみません"
382600,387160,"承知しました じゃあブイルクアップ とかイフカウントも特に問題なく"
387160,388160,"という感じですかね"
388160,389160,"そうです"
389160,394200,"承知しました それは学校とかで どういった形で使われていらっしゃ"
394200,396720,"ったんですか"
396720,406120,"授業があって パソコンの それでやってました"
406120,412680,"マクロとかまで学校でやられた ような感じなんですか"
412680,420080,"一通り習う学校だったんですね そうだったんですね 承知しました"
420080,426560,"そこでどういうふうにクセル使って らっしゃった感じなんですか"
426560,429720,"どういうふうにというのはすみません だいぶ前なので覚えていないんです"
429720,430720,"けど"
430720,434040,"承知いたしました ありがとうございます"
434040,439280,"こちらで一旦お仕事全体のご説明 は以上になりますが"
439280,443040,"何か説明面でしたりご質問かございます か"
443040,445480,"いらないです 大丈夫です"
445480,446480,"ありがとうございます"
446480,451000,"ちなみに学校で使われていたっていう のは大学で使われていらっしゃ"
451000,452000,"った感じですかね"
452000,455360,"高校で大学で勉強しても"
455360,458560,"そうだったんですね 承知しました ありがとうございます"
458560,464320,"よろしければこちらの仕事をエントリー ご希望の場合に社内店舗を入らせて"
464320,466600,"いただければと思いますがいかが でしょうか"
466600,471040,"お願いします ありがとうございます"
471040,475760,"社内店舗を入らせていただくにあたって 職務経歴の確認だけさせていただいて"
475760,476760,"おりまして"
476760,483280,"職務経歴ご経験ご確認等できれば と思うんですけれども"
483280,488360,"市長様は職務経歴書のデータだった りとかってお持ちでいらっしゃ"
488360,489360,"ったりされますか"
489600,498200,"職務経歴書にはサインの経歴しかも 得なくて履歴書に全部まとめている"
498200,500240,"のがあるんですけれども"
500240,505320,"承知いたしました そちらでも問題 ございませんので データのメール"
505320,509200,"もご返信でいただくか もしくは へさのマイページにアップロード"
509200,513960,"していただければと思うんですけ れども どちらのほうが良いのかございます"
513960,514960,"か"
515560,522280,"一応どうも大丈夫です ありがとうございます その後私からメール"
522280,526960,"一応オークレーションしていただきます のでお手掛けしてしまうんですけれども"
526960,531120,"そちらのご返信にデータいただいて もよろしいですか"
531120,535160,"はい わかりました ありがとうございます そちらのデータ"
535160,540600,"いただき次第社内遣行入らせていただけ ればと思いまして 社内遣行の結果"
540600,545920,"に関しては2歳業務以内にはお電話 かメールで改めてご結果ご連絡"
545920,550840,"させていただければと思います"
550840,555760,"社内遣行ご通過となった際に 実際 の企業の担当者の方から詳しい"
555760,561480,"業務内容のご説明でしたりとか 実際の働いていただく職場の雰囲気"
561480,565480,"を見ていただけるような職場見学 といったお時間も受けております"
565480,570080,"が こちらはご希望で進めても問題 なさそうですか"
570080,572760,"はい お願いします ありがとうございます"
572760,577840,"ご通過時にまた日程ご調整でき ればと思いますので よろしくお願いいたします"
577840,583840,"はい お願いします 今回ご紹介させていただいたこちらの"
583840,589760,"お仕事以外にも 島原様のご希望の ご条件に合うようなお仕事は別途"
589760,594840,"ご提案できればと思いますが 今回はどういった軸でお仕事を探"
594840,600640,"わされているとかご希望のあたり というのをお伺いしてもよろしいですか"
600640,607280,"時給日2,000円以上で職種とかは とってもこだわってはないんですけど"
607280,614080,"通勤時間はできれば通勤1時間ぐらい まで 通勤時間がいてはやめられて"
614080,619720,"います 一番安いのが高いのは通勤時間1時間"
619720,625120,"県内で出ているところですかね 時給2,000円以上"
625120,630520,"はい 承知しました その時給というのは 直勤の仕事とか"
630520,636520,"とかこれぐらいの額でみたいな 感じなんですか"
636520,643360,"2,000円以上で働きたいので 今やっている仕事は社交とか関係"
643360,650320,"なのにこれを2,500円なので 学んでいることもあるのでお金が"
650320,658040,"かかるのでそれぐらい必要なので 承知しました ありがとうございます"
658040,661120,"職種は結構幅広く探されている って感じですね"
661120,665040,"はい 承知しました ありがとうございます"
665040,673160,"その他ご希望等特になさそうですか そうですね 今のところは"
673160,677680,"承知いたしました ありがとうございます こちらのご条件のところで"
677680,683700,"他にも条件に合いそうなお仕事が ございましたら別々ご紹介できれば"
683700,688960,"と思いますので よろしくお願いします はい ありがとうございます"
688960,694200,"一旦私からは全体でご説明等以上 になるんですけれども何かご不明"
694200,699200,"点ご質問どうございますか いや 大丈夫です"
699200,703680,"ありがとうございます この後すぐメールのほうをお送り"
703680,707400,"させていただきますので 私は 承知いたしますがご概要等見ていただけ"
707400,710800,"ればと思いますので よろしくお願いいたします"
710800,714960,"はい よろしくお願いいたします はい 私また本日お時間いただきました"
714960,718680,"ありがとうございました ありがとうございました"
718680,721720,"はい ありがとうございます 失礼いたします"
