start,end,text
363000,369000,"そういった方からの取り継ぎがメインになるかなという形になっております。"
369000,376000,"電話対応がメインにはなりますが、それと含めて事務のお仕事もお願いしておりまして、"
376000,382000,"お客様向けの書類の作成を社内のシステムに入力していただいたりとか、"
382000,390000,"その作ってもらった書類を封入・発送の支配していただいたりというところも併せてお願いしております。"
390000,395000,"もっと簡単に業務の内容をご説明以上に読みまして、"
395000,401000,"この中の条件面もご説明になりますが、行わないで何か含めての質問とございますか。"
401000,409000,"電話対応のお仕事自体はほぼ未経験なんですけれども、"
409000,417000,"そういった方でも研修等で学んで問題なくできる感じですかね。"
417000,423000,"そうですね。今回の基本的な応募条件のところに関しては、"
423000,431000,"オフィスクールの基本的な操作が大丈夫な方というところと、コールセンターとか問わず、"
431000,436000,"業務上でのお電話の対応経験があれば問題ないというところになりますので、"
436000,444000,"それも踏まえて入っていただいた際にはレクチャーなどのご安心していただければと思います。"
444000,446000,"わかりました。ありがとうございます。"
446000,454000,"電話の対応経験というのは、介護施設や飲食店でご経験があれば簡単ですかね。"
454000,463000,"そうですね。電話をかかってきた際に対応する程度なんですけれども、その程度なんですけれども。"
463000,467000,"ご経験があれば特段問題ございません。"
467000,469000,"わかりました。ありがとうございます。"
469000,470000,"ありがとうございます。"
470000,477000,"続いて補助勤務員に関しては、勤務費が東京駅から徒歩2分の場所にございまして、"
477000,484000,"お時間給が1900円の交通費対約経路での業源定期代で全額お支払いになります。"
484000,493000,"勤務の曜日は月曜から金曜日の週5日勤務と日曜日がお休みになりまして、"
493000,500000,"勤務のお時間は9時から18時までの日度8時間休憩1時間になっております。"
500000,509000,"残業に関しては大体月に20時間程度といった形で、毎日1時間前後あるような形になりますが、"
509000,512000,"そのあたりお時間と特に問題なさそうですか。"
512000,513000,"大丈夫です。"
513000,514000,"ありがとうございます。"
514000,523000,"今回こちらのお仕事は祝日からの開始募集になりますので、この辺りご希望の日程で進めさせていただければと思います。"
523000,524000,"わかりました。"
524000,531000,"2つ目のお仕事について全体でご紹介以上になりますが、何かご考えでご質問とございますか。"
531000,536000,"お仕事面での特にはないです。大丈夫です。"
536000,537000,"ありがとうございます。"
537000,545000,"今のお仕事2つご紹介させていただきましたが、先ほどのこちらエントリーご希望で進めて問題なさそうですか。"
545000,547000,"そうですね。大丈夫です。"
547000,548000,"ありがとうございます。"
548000,555000,"そうしましたら、エントリーご希望ということで社内選考を入らせていただければと思うんですけれども、"
555000,561000,"社内選考を入らせていただくにあたって職務経歴の確認だけさせていただいておりまして、"
561000,568000,"毎ページにご登録いただいたものに沿って簡単に業務内容だったりご承認させていただいてもよろしいですか。"
568000,569000,"はい。大丈夫です。"
569000,570000,"ありがとうございます。"
570000,576000,"まず2020年の3月に伊豆専門学校も卒業なさって、"
576000,582000,"社内に入れていただいているのが2020年の6月からのお仕事になりますが、"
582000,587000,"ご卒業から3か月の間は何か別のお仕事などございましたか。"
587000,602000,"仕事自体はしていなくて、学生時代のときから働いていたラーメン屋さんの方でアルバイトをしていて、"
602000,613000,"アルバイトをしながら6月に働いていたラーメン屋さんの方が店をオープンするというところがあるんですけど、"
613000,625000,"6月にオープンのラーメン屋さんが、知り合いのラーメン屋さんで個人営業として店を開くというところで、"
625000,633000,"一緒に手伝ってほしいという話がありまして、それで入社を決めたんですけども、"
633000,646000,"オープンするまでの間、アルバイトと並行してお店の開業の内装の掃除だったりとかをお手伝いしていた期間になります。"
646000,666000,"3か月の間はオープンまでの業務をされていらっしゃって、2020年の6月から2022年の6月まで横浜家系ラーメン屋さんで接客のお仕事になります。"
666000,676000,"はい、そうです。 承知いたしました。ここは接客の業務がメインかと思いますが、例えば電話対応だったりとかはございましたか?"
676000,688000,"そうですね。お客様だったり、営業の方からの電話対応だったりだとかはしてました。"
688000,698000,"はい、承知いたしました。ここのラーメン屋さんでは、何かその接客やお電話対応以外で何か別の業務などございましたか?"
698000,702000,"それ以外では特にはないですね。"
702000,709000,"分かりました。何かその在庫の管理だったりとか、売り上げの管理みたいなところ特になかった感じですか?"
709000,711000,"そこには携わってないです。"
711000,729000,"承知しました。ありがとうございます。こちらのお仕事は2022年の6月までで、ご退職というようにジョブチェンジしてみたかったというふうにご入力いただいていますが、これは何かその事務業務だったりとか、次の会合業務に行きたくてという感じなんですか?"
729000,747000,"そうですね。アルバイト時代からラーメン屋だったので、一度専門学校で学んだ分野を活かした仕事をしてみたいなという気持ちがありまして、それでラーメン屋の方は一度退職しました。"
747000,749000,"承知いたしました。ありがとうございます。"
749000,767000,"次が2022年の8月から2023年4月までの株式会社水平生産でのお仕事で、こちらが介護のお仕事かと思うんですけれども、ここは介護業務と合わせて事務業務もやられていらっしゃったという感じですかね?"
767000,768000,"はい、そうです。"
768000,771000,"承知いたしました。ありがとうございます。"
771000,783000,"こちらは先ほどエクセルで事務業務もやられていらっしゃったというふうにお伺いさせていただきましたが、ここはどういった内容をエクセルで管理されていらっしゃったんですか?"
783000,812000,"そうですね。利用者様の年数、利用者が1か月の利用者の回数だったりだとか、あとは、そこで支援を受けるものが違うんですけれども、"
812000,832000,"その種類を分けて、簡単な数字を入れていく、それを集計してという感じの作業になるんですけれども。"
832000,837000,"なるほどですね。数字というのは回数の数字ということなんですかね?"
837000,839000,"そうですね。回数の数字と…"
839000,846000,"承知しました。これはもともと何かフォーマットとかがあって入力するような感じなんですか?"
846000,850000,"それとも何か1からグラフとか作ってみたいな感じなんですかね?"
850000,856000,"1から作るものもありましたし、もともとあったものも使っていました。"
856000,859000,"なるほどですね。承知しました。ありがとうございます。"
859000,862000,"それ以外に何か事務業務とございましたか?"
862000,873000,"そうですね。あとは、保護者の方に手紙を作成して送ったりだとか、"
873000,884000,"あと、保護者様と支援に関して電話でのやりとりだとか、そういったものはしてました。"
884000,888000,"承知しました。手紙作成というのはワードとかで作成するような?"
888000,892000,"そうです。ワードで作成しましたね。"
892000,894000,"承知しました。ありがとうございます。"
894000,899000,"こちらのお仕事が2023年の4月まででいただいてまして、"
899000,904000,"この社内のパオハラ的なところがあってご退職という形ですね。"
904000,907000,"承知しました。ありがとうございます。"
907000,913000,"その後は、2023年5月から2024年12月までで、"
913000,918000,"また先ほどの横浜のUKラーメンメンさんの方に戻られて、"
918000,921000,"こちらはこれを受けてアルバイトですね。"
921000,925000,"ここは先ほどお伺いしたのと、"
925000,929000,"業務内容的には特に変わりなく?"
929000,931000,"変わりはないです。"
931000,935000,"ここでも特に事務的な業務は特になくという感じですかね?"
935000,938000,"そうですね。特にはないです。"
938000,940000,"承知しました。ありがとうございます。"
940000,944000,"こちらが2024年の12月までということで、"
944000,948000,"ご退職利用は会社都合でご選択いただいていますが、"
948000,951000,"さっき使わなければご理由とお伺いしたのではないらしいですか?"
951000,953000,"そうですね。"
953000,956000,"物価高のところで、"
956000,969000,"給料を同じ金額で挙げることがどんどん厳しくなってしまった。"
969000,974000,"店の規模もすごく大きいわけではなかったので、"
974000,977000,"2人で切り盛りしていたんですけども、"
977000,982000,"だんだんと原価率が高くなって、"
982000,988000,"売り上げがすごく上がるわけではなかったので、"
988000,997000,"ここでこれから長く給料を同じ金額で払い続けることが厳しいという話をされて、"
997000,1004000,"会社都合で退職となりました。"
1004000,1006000,"承知いたしました。ありがとうございます。"
1006000,1012000,"その後のお仕事が2025年1月から2025年3月までの、"
1012000,1016000,"株式会社ジャパンリリースさんでのお仕事で、"
1016000,1019000,"こちらが発見社員さんでのお仕事ですね。"
1019000,1021000,"はい、そうです。"
1021000,1026000,"こちらはスタッフの送迎構内作業というふうにいただいていますが、"
1026000,1029000,"こちらはどういった業務になられるんですか?"
1029000,1033000,"積載車が車を持ってくるんですけども、"
1033000,1039000,"そちらの車を運転して運んだりだとか、"
1039000,1044000,"校内に駐車してある車の管理だとか、"
1044000,1050000,"そちらで働いているスタッフさんは駅まで送迎したりだとかという業務でした。"
1050000,1053000,"なるほどですね。承知いたしました。ありがとうございます。"
1053000,1056000,"車を移動させた後の管理だったりとか、"
1056000,1060000,"それは何かデータとかでまとめるような感じですか?"
1060000,1064000,"そうですね。もともと作られている、"
1064000,1072000,"パソコンで作られているものに簡単に入力作業をするだけなんですけども。"
1072000,1076000,"なるほど。これはエクセルとかそういったものですか?"
1076000,1081000,"エクセルだとは思うんですけど、すごく含まれています。"
1081000,1085000,"なるほどですね。承知をしてありがとうございます。"
1085000,1090000,"こちらの仕事が2025年の3月まででいただいています。"
1090000,1098000,"こちらのご退職理由に、現場での作業からオフィスワークでの仕事を挑戦したいということだったんですけども、"
1098000,1105000,"オフィスワークに転職したいなと思われたごきっかけとかご理由とかは何かあったりされますか?"
1105000,1115000,"そうですね。今までの仕事が現場で、体を自分の体を下にして動かす仕事がほとんどだったので、"
1115000,1128000,"これから長く見たときに、安定して働けたりだとか、"
1128000,1136000,"カリアアップできる仕事がいいなと思いまして、"
1136000,1147000,"例えば事務作業を選択した理由は、自分が今まで基本的な作業しかできなかったので、"
1147000,1159000,"仕事で学びながら、いろんなオフィスワークができるようになれば、もっと視野も広がるのかなと思いました。"
1159000,1164000,"もっと上に目指せていけるのかなと思いまして、"
1164000,1173000,"視野の幅が広がると考えると、パソコン業務って本当に広いなと思っていて、"
1173000,1178000,"ここでオフィスワークの経験をしてみたいというふうに思いました。"
1178000,1181000,"そうだったですね。ありがとうございます。"
1181000,1186000,"そうしましたら、今お伺いした内容で社内選考を終わらせていただきまして、"
1186000,1193000,"社内選考の結果に関しては、2~3日以内にはお電話かネイルで、改めてご結果ご連絡させていただければと思います。"
1193000,1195000,"わかりました。"
1195000,1203000,"はい。社内選考にご通過となった際に、実際の経験の担当者の方から詳しい業務のあるようなご説明でしたりとか、"
1203000,1210000,"実際に働いていただく職場の雰囲気を見ていただけるような職場見学といったお時間を設けてますが、"
1210000,1213000,"こちらはご希望で進めても問題なさそうですか?"
1213000,1214000,"はい。大丈夫です。"
1214000,1215000,"ありがとうございます。"
1215000,1220000,"ご通過中にはまた日程ご調整できればと思いますので、よろしくお願いいたします。"
1220000,1222000,"はい。お願いします。"
1222000,1228000,"今回ご紹介させていただいたお仕事以外にも、他にもご希望のご条件に合うようなお仕事があれば、"
1228000,1237000,"別途ご提案ができればと思いまして、今回の職種は事務職でというふうに先ほどお伺いさせていただいたと思うんですけれども、"
1237000,1245000,"それ以外でご希望のご条件とお伺いできればと思うんですけれども。"
1245000,1260000,"はい。事務職は変えずになんですけども、あとは給料名もだいたい同じぐらいのところが良くて、"
1260000,1266000,"はいはいはい。今のお仕事が1800円ぐらいですか?"
1266000,1270000,"そうですね。だいたいそのぐらいです。"
1270000,1273000,"承知いたしました。ありがとうございます。"
1273000,1279000,"ちなみに事務職って一般事務とかそういったお仕事で探していますか?"
1279000,1284000,"それともなんかホールセンターだったりとかそういったところも範囲的には入ってきますか?"
1284000,1288000,"今のところは一般事務で考えてまして、"
1288000,1289000,"はいはい。"
1289000,1305000,"無気持ちで全然いいんですけども、だいたくでできる事務の仕事だったりだとか、気付ければ一番自分的にはそうですね、というふうに考えているところでして、"
1305000,1313000,"承知しました。だいたくの方がいいなとか思われたのか、ご理由とか引っ掛けとかって何かあったりされますか?"
1313000,1332000,"そうですね。自分のちょっと都合にはなってしまうんですけども、"
1332000,1339000,"プライベートといえばプライベートにはあるんですけど、ダーツのプロ資格をとってまして、"
1339000,1343000,"すごいですね。"
1343000,1347000,"練習の時間が夜になることがやはり多くて、"
1347000,1348000,"なるほどなるほど。"
1348000,1360000,"仕事始まると、だいたいダーツの練習時間は短くして、次の日の仕事のためにというふうにはしてるんですけども、"
1360000,1374000,"家から近いところの方が、気持ちから帰ってきて練習しに行ってというよりかは、"
1374000,1391000,"贅沢で仕事して、家から近いところに行ってるので、そういった意味で、スケジュールがすごくいいと言いますか。"
1391000,1393000,"すごい個人的な都合で本当に申し訳ないですけども。"
1393000,1409000,"練習との兼ね合いとかもあって、1日でも2日でも在宅できる環境だったら、ちょっと楽なのもありますよね。"
1409000,1416000,"というところで、後々に在宅ができたらいいのかなというふうに考えていた。"
1416000,1419000,"なるほどですね。承知しました。ありがとうございます。"
1419000,1420000,"すみません。"
1420000,1422000,"全然とんでもないです。"
1422000,1428000,"あとは通勤時間とかは、毎ページでいただいている1時間半以内でお探しという感じですかね。"
1428000,1436000,"そうですね。1時間半以内であれば買えなくはないかなというふうには。"
1436000,1441000,"一番は1時間ぐらいで収まれば気持ちが楽なんですけども。"
1441000,1445000,"なるほどですね。承知しました。ありがとうございます。"
1445000,1455000,"すみません。お話戻っちゃうんですけれども、直見の経験は3月までのジャパンリリースさんの仕事でいただいたと思うんですが、"
1455000,1460000,"それ以降って今現在まで何か別の仕事だったりとかってございますか?"
1460000,1462000,"今はしてないですね。"
1462000,1466000,"短期とか短髪の仕事とかも特になくという感じですね。"
1466000,1467000,"はい。してないです。"
1467000,1470000,"承知しました。ありがとうございます。"
1470000,1479000,"開始日のところ5月の12日ってご希望いただいているのは、タイミング切り欲みたいな感じですかね。"
1479000,1488000,"そうですね。今は本当に何もしていないので、いつからでも働けますよというところで。"
1488000,1491000,"なるほどですね。承知しました。ありがとうございます。"
1491000,1499000,"一番週の始めが、次が12日からだったので、そこを入力させてもらった感じです。"
1499000,1500000,"ありがとうございます。"
1500000,1505000,"はい。そうしましたら、今お伺いしたご希望のご条件のところで、"
1505000,1513000,"他にも待てそうなお仕事がございましたら、別々ご紹介できればと思いますので、よろしくお願いいたします。"
1513000,1514000,"はい。お願いします。"
1514000,1521000,"はい。一旦、私からは全体でご説明と以上になるんですけれども、何かご方面でご質問と答えますか?"
1521000,1531000,"そうですね。これからエントリーして、2、3日頃ぐらいで先行結果が。"
1531000,1532000,"そうですね。"
1532000,1540000,"その先行結果というのは、大体次の月曜日ぐらいですかね。"
1540000,1549000,"そうですね。なるべく早くご連絡できればと思うので、金曜日までにはご連絡させていただければと思います。"
1549000,1558000,"わかりました。その際の先行が通っていなかったら、連絡が来なかったりする感じですかね。"
1558000,1564000,"いずれにせよご連絡をさせていただきますので、早くご連絡いただければと思います。"
1564000,1566000,"わかりました。"
1566000,1576000,"ごめんなさい。すみません。先行結果が通ったってなった際に最短で金曜日だとして、"
1576000,1587000,"金曜日に通りましたよってなったら、そこから職場見学、日程を決めていく、今後の流れを決めていく感じということでよろしいですか。"
1587000,1590000,"はい。そちらの日期では間違いないです。"
1590000,1592000,"わかりました。ありがとうございます。"
1592000,1595000,"全然とんでもないです。その他は大丈夫そうですか?"
1595000,1609000,"そうですね。職場見学をして、そちらの会社様を担当の方と面接みたいな感じですか。"
1609000,1626000,"面接とかは特になくて、職場見学でお話を聞いてもらったりとか、社内見学をさせてもらった後に、先行からオファーが来ましたら、お仕事を開始いただくという流れになります。"
1626000,1629000,"わかりました。ありがとうございます。"
1629000,1631000,"その他は大丈夫そうですか。"
1631000,1632000,"大丈夫です。"
1632000,1640000,"はい。ありがとうございます。社内先行のご連絡をさせていただければと思いますので、引き続きよろしくお願いします。"
1640000,1641000,"はい。お願いします。"
1641000,1643000,"お時間いただきました。ありがとうございました。"
1643000,1645000,"こちらこそありがとうございました。"
1645000,1647000,"引き続きよろしくお願いします。"
1647000,1650000,"はい。お願いいたします。失礼いたします。"
1650000,1651000,"失礼いたします。"
